Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,index,intake_am_pm,intake_time,percent,domesticIndex,season,time_spend_shelter
Austin (TX),Stray,Normal,Dog,Intact Female,2,others,Spayed Female,3,0.0,327,PM,2019-08-15,0.21691973969631237,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,2,others,Spayed Female,2,0.0,328,PM,2013-11-19,0.21691973969631237,0.54,Quarter 3,6.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,108,others,Neutered Male,108,0.0,329,AM,2016-12-31,0.21691973969631237,1.0,Quarter 3,15.0
Austin (TX),Stray,Nursing,Dog,Intact Female,0,others,Intact Female,1,0.0,330,PM,2016-07-23,0.21691973969631237,0.43200000000000005,Quarter 2,33.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,331,AM,2014-03-13,0.21691973969631237,0.54,Quarter 1,123.0
Austin (TX),Stray,Normal,Dog,Spayed Female,24,German Shepherd Mix,Spayed Female,24,0.0,332,PM,2016-09-24,4.166666666666666,0.9,Quarter 3,1.0
Austin (TX),Stray,Normal,Cat,Intact Female,6,Domestic Shorthair Mix,Spayed Female,6,0.0,333,PM,2018-11-10,0.38461538461538464,0.54,Quarter 3,4.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4,others,Spayed Female,4,0.0,334,PM,2019-08-27,0.21691973969631237,0.6,Quarter 2,9.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,335,AM,2015-11-07,0.21691973969631237,0.54,Quarter 3,23.0
Austin (TX),Public Assist,Normal,Cat,Neutered Male,60,Domestic Shorthair Mix,Neutered Male,60,0.0,336,AM,2016-06-17,0.38461538461538464,0.8,Quarter 2,9.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Pit Bull Mix,Spayed Female,2,0.0,337,PM,2014-08-05,1.5384615384615385,0.54,Quarter 2,7.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3,Domestic Shorthair Mix,Neutered Male,3,0.0,338,PM,2017-12-22,0.38461538461538464,0.6,Quarter 3,1.0
Austin (TX),Public Assist,Normal,Cat,Spayed Female,48,others,Spayed Female,48,0.0,339,PM,2018-07-20,0.21691973969631237,0.8,Quarter 2,9.0
Austin (TX),Stray,Normal,Other,Intact Male,1,others,Neutered Male,1,0.0,340,PM,2019-12-23,0.21691973969631237,0.162,Quarter 3,22.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Female,11,others,Spayed Female,11,0.0,341,PM,2014-12-16,0.21691973969631237,0.6,Quarter 3,1.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,72,others,Spayed Female,72,0.0,342,PM,2016-01-02,0.21691973969631237,1.0,Quarter 1,25.0
Jonestown (TX),Public Assist,Normal,Dog,Unknown,60,others,Unknown,60,0.0,343,PM,2017-08-14,0.21691973969631237,0.32000000000000006,Quarter 2,70.0
Austin (TX),Stray,Normal,Dog,Spayed Female,36,Pit Bull Mix,Spayed Female,36,0.0,344,PM,2014-06-26,1.5384615384615385,0.9,Quarter 2,4.0
Austin (TX),Stray,Nursing,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,345,AM,2017-03-27,0.38461538461538464,0.43200000000000005,Quarter 1,69.0
Austin (TX),Stray,Normal,Dog,Intact Male,72,others,Neutered Male,72,0.0,346,PM,2015-06-14,0.21691973969631237,0.54,Quarter 2,5.0
Austin (TX),Stray,Normal,Dog,Spayed Female,96,others,Spayed Female,96,0.0,347,AM,2015-05-27,0.21691973969631237,0.9,Quarter 2,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,120,others,Intact Female,120,0.0,348,AM,2018-11-04,0.21691973969631237,0.54,Quarter 3,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,Labrador Retriever Mix,Neutered Male,24,0.0,349,PM,2018-07-16,2.0,0.54,Quarter 2,27.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,24,Domestic Shorthair Mix,Spayed Female,24,0.0,350,AM,2016-03-10,0.38461538461538464,1.0,Quarter 1,27.0
Austin (TX),Public Assist,Normal,Dog,Neutered Male,24,others,Neutered Male,24,0.0,351,PM,2014-06-26,0.21691973969631237,0.8,Quarter 2,8.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Chihuahua Shorthair Mix,Neutered Male,2,0.0,352,PM,2015-02-22,1.694915254237288,0.54,Quarter 1,31.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Female,24,Pit Bull Mix,Intact Female,24,1.0,353,PM,2016-06-29,1.5384615384615385,0.6,Quarter 2,9.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,others,Neutered Male,2,0.0,354,AM,2019-09-30,0.21691973969631237,0.54,Quarter 3,50.0
Austin (TX),Stray,Normal,Dog,Intact Female,5,German Shepherd Mix,Spayed Female,5,0.0,355,PM,2017-12-14,4.166666666666666,0.54,Quarter 3,5.0
Austin (TX),Stray,Normal,Dog,Intact Female,108,others,Intact Female,120,0.0,356,PM,2015-04-10,0.21691973969631237,0.54,Quarter 1,8.0
Austin (TX),Stray,Normal,Cat,Unknown,1,others,Unknown,1,0.0,357,AM,2015-06-08,0.21691973969631237,0.36000000000000004,Quarter 2,0.0
Austin (TX),Stray,Injured,Dog,Neutered Male,48,others,Neutered Male,48,0.0,358,PM,2014-07-10,0.21691973969631237,0.18000000000000002,Quarter 2,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,1,0.0,359,PM,2019-07-07,0.21691973969631237,0.54,Quarter 2,2.0
Austin (TX),Stray,Normal,Cat,Spayed Female,108,Domestic Shorthair Mix,Spayed Female,108,0.0,360,PM,2015-10-11,0.38461538461538464,0.9,Quarter 3,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Pit Bull Mix,Neutered Male,1,0.0,361,PM,2016-02-04,1.5384615384615385,0.54,Quarter 1,10.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,36,others,Spayed Female,36,0.0,362,PM,2016-11-26,0.21691973969631237,1.0,Quarter 3,15.0
Austin (TX),Stray,Normal,Dog,Spayed Female,144,others,Spayed Female,144,0.0,363,PM,2014-02-10,0.21691973969631237,0.9,Quarter 1,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,3,German Shepherd Mix,Neutered Male,4,0.0,364,PM,2019-06-17,4.166666666666666,0.54,Quarter 2,10.0
Manor (TX),Stray,Normal,Cat,Spayed Female,24,Domestic Medium Hair Mix,Spayed Female,24,0.0,365,PM,2014-11-21,2.857142857142857,0.9,Quarter 3,9.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,366,PM,2019-11-11,0.21691973969631237,0.54,Quarter 3,8.0
Travis (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,1,0.0,367,PM,2018-09-24,0.21691973969631237,0.54,Quarter 3,45.0
Austin (TX),Stray,Normal,Cat,Spayed Female,24,others,Spayed Female,24,0.0,368,PM,2014-01-04,0.21691973969631237,0.9,Quarter 1,8.0
Austin (TX),Stray,Normal,Dog,Intact Male,11,others,Intact Male,1,0.0,369,PM,2017-04-21,0.21691973969631237,0.54,Quarter 1,2.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,2,0.0,370,PM,2013-12-16,0.21691973969631237,0.54,Quarter 3,5.0
Pflugerville (TX),Stray,Normal,Dog,Neutered Male,72,others,Neutered Male,72,0.0,371,PM,2017-02-10,0.21691973969631237,0.9,Quarter 1,8.0
Austin (TX),Public Assist,Normal,Dog,Neutered Male,10,others,Neutered Male,10,0.0,372,PM,2016-11-14,0.21691973969631237,0.8,Quarter 3,3.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,373,PM,2017-06-27,0.38461538461538464,0.54,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,2,0.0,374,PM,2016-04-07,0.38461538461538464,0.54,Quarter 1,47.0
Austin (TX),Owner Surrender,Injured,Cat,Spayed Female,84,Domestic Shorthair Mix,Spayed Female,84,1.0,375,AM,2014-08-21,0.38461538461538464,0.2,Quarter 2,0.0
Austin (TX),Stray,Injured,Dog,Neutered Male,24,Chihuahua Shorthair Mix,Neutered Male,24,1.0,376,PM,2015-06-28,1.694915254237288,0.18000000000000002,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,1,0.0,377,PM,2013-10-01,0.21691973969631237,0.54,Quarter 3,12.0
Manor (TX),Stray,Normal,Cat,Intact Female,1,Domestic Medium Hair Mix,Intact Female,1,0.0,378,PM,2017-08-15,2.857142857142857,0.54,Quarter 2,2.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,379,PM,2016-08-01,0.38461538461538464,0.54,Quarter 2,7.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,380,PM,2018-07-19,0.38461538461538464,0.54,Quarter 2,22.0
Travis (TX),Public Assist,Normal,Dog,Intact Male,8,Labrador Retriever Mix,Neutered Male,8,1.0,381,PM,2013-12-06,2.0,0.48,Quarter 3,21.0
Austin (TX),Stray,Nursing,Cat,Intact Female,0,Domestic Shorthair Mix,Intact Female,0,0.0,382,PM,2014-04-01,0.38461538461538464,0.43200000000000005,Quarter 1,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,383,PM,2017-05-23,0.38461538461538464,0.54,Quarter 2,5.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,384,PM,2014-05-14,0.21691973969631237,0.54,Quarter 2,12.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,385,PM,2017-05-10,0.38461538461538464,0.54,Quarter 2,37.0
Austin (TX),Stray,Normal,Cat,Intact Female,24,Domestic Shorthair Mix,Intact Female,24,0.0,386,PM,2013-10-23,0.38461538461538464,0.54,Quarter 3,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,387,PM,2014-12-15,0.21691973969631237,0.54,Quarter 3,2.0
Del Valle (TX),Stray,Normal,Dog,Intact Male,5,Labrador Retriever Mix,Neutered Male,5,0.0,388,PM,2014-11-25,2.0,0.54,Quarter 3,5.0
Austin (TX),Stray,Normal,Dog,Neutered Male,24,Pit Bull Mix,Neutered Male,24,0.0,389,PM,2014-06-11,1.5384615384615385,0.9,Quarter 2,0.0
Austin (TX),Wildlife,Normal,Other,Unknown,24,others,Unknown,24,1.0,390,PM,2017-06-23,0.21691973969631237,0.0,Quarter 2,1.0
Manor (TX),Stray,Normal,Cat,Intact Female,1,Domestic Medium Hair Mix,Intact Female,1,0.0,391,PM,2015-04-18,2.857142857142857,0.54,Quarter 1,1.0
Del Valle (TX),Stray,Normal,Dog,Intact Female,1,German Shepherd Mix,Spayed Female,1,0.0,392,PM,2018-03-24,4.166666666666666,0.54,Quarter 1,4.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,36,others,Intact Male,36,0.0,393,PM,2016-06-23,0.21691973969631237,0.48,Quarter 2,6.0
Austin (TX),Owner Surrender,Sick,Dog,Intact Female,60,Chihuahua Shorthair Mix,Intact Female,60,0.0,394,AM,2014-04-19,1.694915254237288,0.12,Quarter 1,0.0
Austin (TX),Stray,Aged,Dog,Neutered Male,156,others,Neutered Male,156,0.0,395,PM,2014-09-06,0.21691973969631237,0.63,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,5,others,Spayed Female,5,0.0,396,PM,2013-11-30,0.21691973969631237,0.54,Quarter 3,5.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,German Shepherd Mix,Neutered Male,24,0.0,397,PM,2016-06-13,4.166666666666666,0.54,Quarter 2,6.0
Austin (TX),Wildlife,Normal,Other,Unknown,24,others,Unknown,24,1.0,398,AM,2019-04-05,0.21691973969631237,0.0,Quarter 1,1.0
Bastrop (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,2,0.0,399,PM,2016-06-29,0.21691973969631237,0.54,Quarter 2,4.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1,others,Intact Male,1,0.0,400,PM,2017-06-23,0.21691973969631237,0.6,Quarter 2,2.0
Manor (TX),Stray,Normal,Dog,Spayed Female,1,Labrador Retriever Mix,Spayed Female,1,0.0,401,PM,2015-10-02,2.0,0.9,Quarter 3,1.0
Austin (TX),Stray,Nursing,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,402,PM,2015-05-22,0.38461538461538464,0.43200000000000005,Quarter 2,4.0
Austin (TX),Public Assist,Normal,Dog,Neutered Male,96,others,Neutered Male,96,0.0,403,PM,2018-07-15,0.21691973969631237,0.8,Quarter 2,10.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,404,AM,2018-03-15,0.38461538461538464,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,405,PM,2017-08-03,0.38461538461538464,0.36000000000000004,Quarter 2,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,2,others,Spayed Female,3,0.0,406,AM,2015-08-27,0.21691973969631237,0.54,Quarter 2,4.0
Austin (TX),Wildlife,Normal,Other,Unknown,24,others,Unknown,24,1.0,407,PM,2017-11-06,0.21691973969631237,0.0,Quarter 3,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,2,0.0,408,AM,2019-02-23,0.38461538461538464,0.54,Quarter 1,31.0
Austin (TX),Stray,Normal,Cat,Spayed Female,1,others,Spayed Female,1,0.0,409,AM,2016-04-09,0.21691973969631237,0.9,Quarter 1,1.0
Travis (TX),Stray,Normal,Dog,Intact Male,2,Labrador Retriever Mix,Intact Male,3,0.0,410,AM,2016-06-28,2.0,0.54,Quarter 2,20.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,2,0.0,411,PM,2019-05-25,0.38461538461538464,0.54,Quarter 2,59.0
Austin (TX),Stray,Normal,Cat,Spayed Female,24,Domestic Shorthair Mix,Spayed Female,24,0.0,412,PM,2014-11-14,0.38461538461538464,0.9,Quarter 3,0.0
Manor (TX),Owner Surrender,Normal,Dog,Intact Female,2,others,Spayed Female,2,0.0,413,PM,2019-11-03,0.21691973969631237,0.6,Quarter 3,6.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Chihuahua Shorthair Mix,Intact Female,1,0.0,414,PM,2013-11-08,1.694915254237288,0.54,Quarter 3,0.0
Travis (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,415,PM,2017-09-30,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,Chihuahua Shorthair Mix,Neutered Male,24,0.0,416,PM,2015-01-23,1.694915254237288,0.54,Quarter 1,34.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,417,PM,2014-07-19,0.38461538461538464,0.54,Quarter 2,0.0
Travis (TX),Stray,Normal,Dog,Spayed Female,120,Pit Bull Mix,Spayed Female,120,0.0,418,AM,2019-04-13,1.5384615384615385,0.9,Quarter 1,101.0
Austin (TX),Wildlife,Injured,Other,Unknown,1,others,Unknown,1,1.0,419,PM,2016-02-24,0.21691973969631237,0.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,7,Labrador Retriever Mix,Neutered Male,8,0.0,420,PM,2018-04-01,2.0,0.54,Quarter 1,6.0
Austin (TX),Stray,Normal,Cat,Intact Female,7,others,Intact Female,8,0.0,421,PM,2019-07-01,0.21691973969631237,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Cat,Spayed Female,6,Domestic Shorthair Mix,Spayed Female,6,0.0,422,PM,2018-09-10,0.38461538461538464,0.9,Quarter 3,4.0
Austin (TX),Stray,Nursing,Dog,Intact Female,0,Chihuahua Shorthair Mix,Spayed Female,2,0.0,423,PM,2019-08-03,1.694915254237288,0.43200000000000005,Quarter 2,72.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,3,0.0,424,PM,2018-09-22,0.38461538461538464,0.54,Quarter 3,49.0
Austin (TX),Stray,Normal,Dog,Spayed Female,24,others,Spayed Female,24,0.0,425,PM,2015-10-31,0.21691973969631237,0.9,Quarter 3,5.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,3,0.0,426,PM,2016-08-18,0.38461538461538464,0.54,Quarter 2,89.0
Austin (TX),Stray,Normal,Cat,Intact Female,24,Domestic Shorthair Mix,Intact Female,24,0.0,427,PM,2017-12-13,0.38461538461538464,0.54,Quarter 3,5.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,428,PM,2015-03-25,0.38461538461538464,0.36000000000000004,Quarter 1,0.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,48,others,Neutered Male,48,0.0,429,PM,2016-11-13,0.21691973969631237,1.0,Quarter 3,10.0
Austin (TX),Stray,Normal,Dog,Intact Male,60,others,Intact Male,60,0.0,430,PM,2018-08-31,0.21691973969631237,0.54,Quarter 2,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,1,0.0,431,PM,2019-12-31,0.21691973969631237,0.54,Quarter 3,2.0
Austin (TX),Stray,Normal,Cat,Intact Male,2,Domestic Shorthair Mix,Neutered Male,2,0.0,432,PM,2017-06-23,0.38461538461538464,0.54,Quarter 2,8.0
Austin (TX),Stray,Normal,Cat,Intact Female,3,others,Intact Female,3,0.0,433,AM,2019-11-18,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,434,PM,2017-08-02,0.38461538461538464,0.36000000000000004,Quarter 2,11.0
Del Valle (TX),Public Assist,Sick,Dog,Intact Male,4,Pit Bull Mix,Intact Male,4,0.0,435,PM,2018-08-12,1.5384615384615385,0.096,Quarter 2,3.0
Austin (TX),Stray,Normal,Dog,Intact Male,36,Chihuahua Shorthair Mix,Neutered Male,36,0.0,436,AM,2015-04-02,1.694915254237288,0.54,Quarter 1,4.0
Travis (TX),Stray,Normal,Dog,Neutered Male,96,Labrador Retriever Mix,Neutered Male,96,0.0,437,PM,2017-08-28,2.0,0.9,Quarter 2,10.0
Austin (TX),Stray,Normal,Cat,Unknown,3,Domestic Shorthair Mix,Unknown,3,0.0,438,PM,2018-01-23,0.38461538461538464,0.36000000000000004,Quarter 1,5.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2,others,Neutered Male,2,0.0,439,PM,2015-09-10,0.21691973969631237,0.6,Quarter 3,3.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,440,PM,2017-08-15,0.38461538461538464,0.36000000000000004,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,2,Domestic Shorthair Mix,Neutered Male,4,0.0,441,AM,2017-09-01,0.38461538461538464,0.54,Quarter 3,57.0
Manor (TX),Public Assist,Normal,Dog,Intact Female,6,others,Intact Female,6,0.0,442,PM,2016-10-07,0.21691973969631237,0.48,Quarter 3,3.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,3,0.0,443,PM,2017-06-08,0.38461538461538464,0.54,Quarter 2,64.0
Austin (TX),Stray,Normal,Dog,Intact Male,8,others,Neutered Male,9,0.0,444,PM,2013-10-26,0.21691973969631237,0.54,Quarter 3,6.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,1,Pit Bull Mix,Intact Male,1,0.0,445,PM,2019-07-22,1.5384615384615385,0.48,Quarter 2,1.0
Austin (TX),Stray,Sick,Cat,Intact Male,1,others,Intact Male,1,1.0,446,PM,2014-12-02,0.21691973969631237,0.10800000000000001,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,2,0.0,447,PM,2014-06-18,0.21691973969631237,0.54,Quarter 2,36.0
Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Female,1,Labrador Retriever Mix,Intact Female,2,0.0,448,PM,2013-12-16,2.0,0.6,Quarter 3,2.0
Austin (TX),Public Assist,Normal,Cat,Intact Female,1,Domestic Medium Hair Mix,Intact Female,24,0.0,449,PM,2014-06-17,2.857142857142857,0.48,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,1,0.0,450,AM,2018-10-27,0.21691973969631237,0.54,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,48,Chihuahua Shorthair Mix,Intact Male,48,0.0,451,PM,2018-03-28,1.694915254237288,0.54,Quarter 1,1.0
Travis (TX),Stray,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,452,PM,2019-12-02,0.21691973969631237,0.54,Quarter 3,0.0
Outside Jurisdiction,Owner Surrender,Sick,Dog,Neutered Male,3,others,Neutered Male,3,0.0,453,PM,2016-08-03,0.21691973969631237,0.2,Quarter 2,8.0
Austin (TX),Stray,Normal,Dog,Intact Female,9,others,Spayed Female,10,0.0,454,PM,2018-06-04,0.21691973969631237,0.54,Quarter 2,7.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,84,Pit Bull Mix,Intact Male,84,0.0,455,PM,2015-12-07,1.5384615384615385,0.48,Quarter 3,11.0
Austin (TX),Stray,Sick,Cat,Intact Male,1,others,Intact Male,2,0.0,456,PM,2018-06-20,0.21691973969631237,0.10800000000000001,Quarter 2,6.0
Travis (TX),Stray,Normal,Dog,Intact Male,4,others,Intact Male,5,0.0,457,AM,2019-07-13,0.21691973969631237,0.54,Quarter 2,4.0
Austin (TX),Stray,Sick,Cat,Intact Male,1,others,Neutered Male,3,0.0,458,AM,2019-05-10,0.21691973969631237,0.10800000000000001,Quarter 2,65.0
Austin (TX),Stray,Normal,Cat,Intact Male,2,Domestic Shorthair Mix,Neutered Male,2,0.0,459,PM,2015-09-22,0.38461538461538464,0.54,Quarter 3,5.0
Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2,Domestic Shorthair Mix,Neutered Male,2,0.0,460,PM,2018-06-24,0.38461538461538464,1.0,Quarter 2,2.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2,Domestic Shorthair Mix,Neutered Male,2,0.0,461,AM,2017-01-03,0.38461538461538464,0.6,Quarter 1,7.0
Austin (TX),Owner Surrender,Normal,Other,Intact Male,10,others,Intact Male,10,0.0,462,AM,2014-01-08,0.21691973969631237,0.18,Quarter 1,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,3,0.0,463,PM,2015-06-09,0.38461538461538464,0.54,Quarter 2,84.0
Travis (TX),Stray,Feral,Cat,Intact Male,2,others,Neutered Male,2,0.0,464,AM,2014-10-02,0.21691973969631237,0.162,Quarter 3,7.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,36,others,Neutered Male,36,0.0,465,PM,2019-10-05,0.21691973969631237,0.48,Quarter 3,8.0
Austin (TX),Stray,Normal,Dog,Neutered Male,144,Chihuahua Shorthair Mix,Neutered Male,144,0.0,466,PM,2017-05-10,1.694915254237288,0.9,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Chihuahua Shorthair Mix,Spayed Female,1,0.0,467,AM,2014-03-06,1.694915254237288,0.54,Quarter 1,9.0
Austin (TX),Stray,Normal,Dog,Neutered Male,36,others,Neutered Male,36,0.0,468,AM,2018-08-11,0.21691973969631237,0.9,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Neutered Male,120,others,Neutered Male,120,0.0,469,AM,2018-09-24,0.21691973969631237,0.9,Quarter 3,3.0
Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,108,others,Neutered Male,108,0.0,470,PM,2018-05-21,0.21691973969631237,0.2,Quarter 2,4.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,120,others,Spayed Female,120,0.0,471,PM,2014-09-02,0.21691973969631237,1.0,Quarter 3,38.0
Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,1,others,Spayed Female,2,0.0,472,AM,2016-12-18,0.21691973969631237,1.0,Quarter 3,15.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,3,0.0,473,PM,2015-07-27,0.38461538461538464,0.54,Quarter 2,47.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,474,PM,2015-07-21,0.38461538461538464,0.54,Quarter 2,1.0
Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,72,others,Neutered Male,72,0.0,475,PM,2020-01-09,0.21691973969631237,1.0,Quarter 1,19.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,72,Chihuahua Shorthair Mix,Neutered Male,72,0.0,476,PM,2016-02-28,1.694915254237288,1.0,Quarter 1,5.0
Austin (TX),Stray,Nursing,Dog,Intact Male,0,German Shepherd Mix,Neutered Male,1,0.0,477,AM,2019-12-02,4.166666666666666,0.43200000000000005,Quarter 3,60.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,1,0.0,478,AM,2015-06-19,0.38461538461538464,0.6,Quarter 2,11.0
Austin (TX),Stray,Normal,Dog,Intact Male,4,others,Intact Male,4,0.0,479,PM,2017-10-26,0.21691973969631237,0.54,Quarter 3,2.0
Pflugerville (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,480,PM,2019-07-30,0.38461538461538464,0.54,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,481,PM,2014-08-26,0.21691973969631237,0.54,Quarter 2,10.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,482,PM,2014-12-16,0.21691973969631237,0.54,Quarter 3,0.0
Pflugerville (TX),Owner Surrender,Normal,Cat,Neutered Male,24,Domestic Shorthair Mix,Neutered Male,24,0.0,483,PM,2019-11-09,0.38461538461538464,1.0,Quarter 3,3.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,484,PM,2017-05-10,0.38461538461538464,0.54,Quarter 2,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,3,others,Spayed Female,3,0.0,485,PM,2018-07-03,0.21691973969631237,0.54,Quarter 2,4.0
Travis (TX),Stray,Normal,Dog,Intact Female,7,others,Spayed Female,8,0.0,486,PM,2019-04-03,0.21691973969631237,0.54,Quarter 1,9.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,others,Spayed Female,2,0.0,487,PM,2019-05-14,0.21691973969631237,0.54,Quarter 2,39.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,488,PM,2015-10-11,0.21691973969631237,0.54,Quarter 3,4.0
Jonestown (TX),Euthanasia Request,Sick,Dog,Neutered Male,192,German Shepherd Mix,Neutered Male,192,1.0,489,PM,2015-10-04,4.166666666666666,0.0,Quarter 3,0.0
Manor (TX),Stray,Normal,Cat,Intact Female,2,Domestic Medium Hair Mix,Spayed Female,3,0.0,490,AM,2018-07-30,2.857142857142857,0.54,Quarter 2,5.0
