Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,binary_outcome,intake_am_pm,intake_time,percent,domesticIndex,season,time_spend_shelter
Austin (TX),Stray,Normal,Neutered Male,5,Cat,Neutered Male,5,Domestic Shorthair,0.0,PM,2016-11-05,0.7407407407407408,0.9,Quarter 3,25.0
Austin (TX),Public Assist,Normal,Intact Male,60,Dog,Intact Male,60,Pit Bull,0.0,AM,2016-09-28,0.303951367781155,0.48,Quarter 3,10.0
Travis (TX),Stray,Nursing,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2015-06-05,0.32786885245901637,0.43200000000000005,Quarter 2,19.0
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Bat,1.0,PM,2015-05-29,1.0101010101010102,0.0,Quarter 2,2.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,2,Labrador Retriever,0.0,PM,2015-12-29,0.303951367781155,0.54,Quarter 3,4.0
Austin (TX),Public Assist,Normal,Spayed Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2014-06-10,0.7575757575757576,0.8,Quarter 2,10.0
Austin (TX),Owner Surrender,Injured,Spayed Female,120,Dog,Spayed Female,120,Pit Bull,1.0,AM,2016-07-12,0.7575757575757576,0.2,Quarter 2,0.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Miniature Poodle,0.0,AM,2017-07-07,0.32786885245901637,0.54,Quarter 2,4.0
Del Valle (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,2,rare_dog,0.0,AM,2018-01-13,0.32786885245901637,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2015-06-13,0.32786885245901637,0.54,Quarter 2,9.0
Austin (TX),Stray,Normal,Spayed Female,24,Dog,Spayed Female,24,rare_dog,0.0,PM,2016-02-17,0.7575757575757576,0.9,Quarter 1,6.0
Austin (TX),Owner Surrender,Normal,Intact Male,11,Dog,Neutered Male,11,Chihuahua Shorthair,0.0,PM,2014-09-22,0.303951367781155,0.6,Quarter 3,2.0
Austin (TX),Public Assist,Normal,Spayed Female,24,Cat,Spayed Female,24,Domestic Medium Hair,0.0,PM,2016-08-31,0.7575757575757576,0.8,Quarter 2,89.0
Austin (TX),Stray,Nursing,Intact Male,1,Cat,Intact Male,1,Domestic Medium Hair,0.0,AM,2013-10-16,0.303951367781155,0.43200000000000005,Quarter 3,0.0
Austin (TX),Stray,Normal,Neutered Male,2,Dog,Neutered Male,2,Pit Bull,0.0,PM,2015-05-14,0.7407407407407408,0.9,Quarter 2,0.0
Austin (TX),Stray,Normal,Spayed Female,9,Dog,Spayed Female,9,German Shepherd,0.0,AM,2015-04-13,0.7575757575757576,0.9,Quarter 1,0.0
Austin (TX),Owner Surrender,Normal,Intact Female,8,Dog,Spayed Female,8,German Shepherd,0.0,AM,2016-09-21,0.32786885245901637,0.6,Quarter 3,5.0
Austin (TX),Public Assist,Normal,Spayed Female,1,Dog,Spayed Female,10,Pit Bull,0.0,PM,2016-12-29,0.7575757575757576,0.8,Quarter 3,15.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2017-02-15,0.303951367781155,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Intact Male,2,Dog,Neutered Male,2,rare_dog,0.0,PM,2014-01-04,0.303951367781155,0.54,Quarter 1,5.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,9,Domestic Shorthair,0.0,AM,2015-12-19,0.303951367781155,0.54,Quarter 3,232.0
Travis (TX),Stray,Normal,Intact Male,9,Dog,Neutered Male,10,Australian Cattle Dog,0.0,PM,2015-09-11,0.303951367781155,0.54,Quarter 3,4.0
Austin (TX),Public Assist,Normal,Intact Female,24,Dog,Intact Female,24,Dachshund,0.0,PM,2019-11-14,0.32786885245901637,0.48,Quarter 3,2.0
Austin (TX),Owner Surrender,Nursing,Intact Female,1,Dog,Intact Female,1,Chihuahua Shorthair,0.0,PM,2016-12-16,0.32786885245901637,0.48,Quarter 3,1.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Intact Female,2,rare_dog,0.0,PM,2019-07-31,0.32786885245901637,0.54,Quarter 2,5.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,rare_dog,0.0,PM,2013-10-02,0.32786885245901637,0.54,Quarter 3,3.0
Austin (TX),Public Assist,Normal,Spayed Female,84,Dog,Spayed Female,84,rare_dog,0.0,AM,2015-03-15,0.7575757575757576,0.8,Quarter 1,8.0
Austin (TX),Stray,Normal,Intact Female,60,Dog,Intact Female,60,rare_dog,0.0,AM,2019-12-28,0.32786885245901637,0.54,Quarter 3,1.0
Pflugerville (TX),Public Assist,Normal,Intact Male,60,Cat,Neutered Male,60,Domestic Shorthair,0.0,PM,2014-07-09,0.303951367781155,0.48,Quarter 2,12.0
Austin (TX),Stray,Normal,Spayed Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2017-08-14,0.7575757575757576,0.9,Quarter 2,4.0
Austin (TX),Stray,Normal,Intact Female,5,Dog,Spayed Female,6,Pointer,0.0,AM,2014-04-13,0.32786885245901637,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Intact Male,5,Dog,Neutered Male,5,Rat Terrier,0.0,PM,2016-02-25,0.303951367781155,0.54,Quarter 1,4.0
Travis (TX),Owner Surrender,Normal,Spayed Female,72,Dog,Spayed Female,72,Pit Bull,0.0,PM,2018-12-30,0.7575757575757576,1.0,Quarter 3,15.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,2,Domestic Medium Hair,0.0,PM,2019-05-01,0.303951367781155,0.54,Quarter 2,48.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,rare_dog,0.0,PM,2019-03-30,0.32786885245901637,0.54,Quarter 1,4.0
Travis (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2016-01-17,0.32786885245901637,0.54,Quarter 1,5.0
Sunset Valley (TX),Stray,Normal,Spayed Female,72,Dog,Spayed Female,72,Pit Bull,0.0,PM,2014-01-31,0.7575757575757576,0.9,Quarter 1,98.0
Austin (TX),Stray,Normal,Intact Male,24,Cat,Intact Male,24,Domestic Shorthair,0.0,PM,2014-02-08,0.303951367781155,0.54,Quarter 1,2.0
Austin (TX),Stray,Nursing,Intact Female,0,Cat,Intact Female,0,Domestic Shorthair,0.0,AM,2014-03-26,0.32786885245901637,0.43200000000000005,Quarter 1,0.0
Austin (TX),Stray,Normal,Intact Male,5,Dog,Neutered Male,7,Pointer,0.0,AM,2015-07-28,0.303951367781155,0.54,Quarter 2,32.0
Austin (TX),Owner Surrender,Normal,Intact Male,36,Dog,Intact Male,36,Chihuahua Shorthair,0.0,PM,2014-01-07,0.303951367781155,0.6,Quarter 1,12.0
Austin (TX),Owner Surrender,Normal,Spayed Female,84,Cat,Spayed Female,84,Domestic Shorthair,0.0,PM,2016-06-25,0.7575757575757576,1.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Chihuahua Shorthair,0.0,PM,2016-09-09,0.32786885245901637,0.54,Quarter 3,6.0
Austin (TX),Wildlife,Normal,Unknown,24,Other,Unknown,24,Bat,1.0,PM,2015-08-20,1.0101010101010102,0.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,3,Domestic Shorthair,0.0,AM,2019-07-01,0.32786885245901637,0.54,Quarter 2,46.0
Austin (TX),Stray,Normal,Intact Female,2,Dog,Intact Female,3,rare_dog,0.0,PM,2017-03-02,0.32786885245901637,0.54,Quarter 1,22.0
Austin (TX),Stray,Normal,Intact Male,6,Cat,Intact Male,6,Domestic Shorthair,0.0,PM,2017-02-01,0.303951367781155,0.54,Quarter 1,1.0
Travis (TX),Stray,Nursing,Intact Female,1,Dog,Intact Female,1,Pit Bull,0.0,AM,2015-07-29,0.32786885245901637,0.43200000000000005,Quarter 2,2.0
Austin (TX),Stray,Normal,Intact Female,2,Dog,Spayed Female,2,Australian Cattle Dog,0.0,PM,2019-06-10,0.32786885245901637,0.54,Quarter 2,6.0
Austin (TX),Stray,Normal,Neutered Male,1,Dog,Neutered Male,1,Boxer,0.0,PM,2016-02-25,0.7407407407407408,0.9,Quarter 1,0.0
Austin (TX),Stray,Normal,Unknown,24,Other,Unknown,24,Raccoon,1.0,AM,2015-01-24,1.0101010101010102,0.10800000000000001,Quarter 1,1.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Intact Male,24,rare_dog,0.0,PM,2018-01-06,0.303951367781155,0.54,Quarter 1,1.0
Austin (TX),Stray,Normal,Spayed Female,60,Dog,Spayed Female,60,rare_dog,0.0,PM,2018-02-08,0.7575757575757576,0.9,Quarter 1,0.0
Pflugerville (TX),Owner Surrender,Normal,Neutered Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2018-12-09,0.7407407407407408,1.0,Quarter 3,20.0
Pflugerville (TX),Stray,Normal,Spayed Female,48,Dog,Spayed Female,48,rare_dog,0.0,PM,2019-01-20,0.7575757575757576,0.9,Quarter 1,1.0
Pflugerville (TX),Owner Surrender,Normal,Spayed Female,120,Dog,Spayed Female,120,German Shepherd,0.0,PM,2016-01-05,0.7575757575757576,1.0,Quarter 1,157.0
Austin (TX),Stray,Injured,Intact Male,2,Cat,Neutered Male,3,Domestic Shorthair,0.0,PM,2014-08-05,0.303951367781155,0.10800000000000001,Quarter 2,23.0
Austin (TX),Stray,Normal,Unknown,3,Cat,Unknown,3,rare_cat,0.0,AM,2014-08-03,1.0101010101010102,0.36000000000000004,Quarter 2,1.0
Outside Jurisdiction,Public Assist,Normal,Intact Male,1,Dog,Intact Male,1,Labrador Retriever,0.0,PM,2017-09-01,0.303951367781155,0.48,Quarter 3,32.0
Austin (TX),Owner Surrender,Nursing,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2019-09-18,0.32786885245901637,0.48,Quarter 3,3.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Intact Male,24,rare_dog,0.0,PM,2016-08-02,0.303951367781155,0.54,Quarter 2,0.0
Austin (TX),Stray,Normal,Intact Female,3,Dog,Spayed Female,3,Cairn Terrier,0.0,PM,2014-11-08,0.32786885245901637,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Intact Female,0,Dog,Spayed Female,1,Jack Russell Terrier,0.0,PM,2018-03-06,0.32786885245901637,0.54,Quarter 1,53.0
Austin (TX),Stray,Injured,Spayed Female,156,Dog,Spayed Female,156,Chihuahua Shorthair,0.0,PM,2017-09-28,0.7575757575757576,0.18000000000000002,Quarter 3,4.0
Austin (TX),Stray,Normal,Intact Male,96,Dog,Neutered Male,96,Labrador Retriever,0.0,AM,2015-04-24,0.303951367781155,0.54,Quarter 1,83.0
Austin (TX),Stray,Nursing,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,AM,2016-05-19,0.303951367781155,0.43200000000000005,Quarter 2,51.0
Del Valle (TX),Stray,Normal,Intact Female,6,Dog,Spayed Female,6,Cairn Terrier,0.0,PM,2016-11-18,0.32786885245901637,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,Pit Bull,0.0,PM,2016-12-19,0.303951367781155,0.54,Quarter 3,7.0
Austin (TX),Owner Surrender,Normal,Spayed Female,84,Dog,Spayed Female,84,Pit Bull,0.0,PM,2015-01-18,0.7575757575757576,1.0,Quarter 1,63.0
Austin (TX),Stray,Normal,Intact Male,24,Cat,Neutered Male,24,Domestic Shorthair,0.0,PM,2019-02-01,0.303951367781155,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,AM,2018-07-12,0.303951367781155,0.54,Quarter 2,6.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,Australian Cattle Dog,0.0,PM,2019-02-08,0.303951367781155,0.54,Quarter 1,4.0
Austin (TX),Owner Surrender,Normal,Intact Female,24,Cat,Intact Female,24,rare_cat,0.0,PM,2014-05-15,0.32786885245901637,0.6,Quarter 2,2.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,Chihuahua Shorthair,0.0,PM,2014-07-05,0.303951367781155,0.54,Quarter 2,9.0
Austin (TX),Stray,Normal,Intact Male,9,Dog,Neutered Male,1,rare_dog,0.0,AM,2015-07-22,0.303951367781155,0.54,Quarter 2,84.0
Lakeway (TX),Owner Surrender,Normal,Intact Female,36,Cat,Spayed Female,36,Domestic Shorthair,0.0,PM,2015-02-24,0.32786885245901637,0.6,Quarter 1,39.0
Pflugerville (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2018-09-17,0.303951367781155,0.54,Quarter 3,4.0
Outside Jurisdiction,Owner Surrender,Normal,Spayed Female,24,Dog,Spayed Female,24,Pit Bull,0.0,PM,2018-12-31,0.7575757575757576,1.0,Quarter 3,15.0
Travis (TX),Stray,Injured,Neutered Male,96,Dog,Neutered Male,96,Pit Bull,0.0,AM,2014-04-08,0.7407407407407408,0.18000000000000002,Quarter 1,9.0
Austin (TX),Stray,Normal,Intact Female,5,Dog,Spayed Female,5,Labrador Retriever,0.0,AM,2014-08-13,0.32786885245901637,0.54,Quarter 2,20.0
Austin (TX),Owner Surrender,Normal,Spayed Female,96,Cat,Spayed Female,96,Domestic Shorthair,0.0,PM,2015-02-24,0.7575757575757576,1.0,Quarter 1,59.0
Austin (TX),Owner Surrender,Normal,Intact Male,0,Dog,Intact Male,0,rare_dog,0.0,AM,2016-12-18,0.303951367781155,0.6,Quarter 3,0.0
Austin (TX),Owner Surrender,Normal,Neutered Male,36,Cat,Neutered Male,36,Domestic Shorthair,0.0,AM,2018-10-06,0.7407407407407408,1.0,Quarter 3,21.0
Austin (TX),Stray,Nursing,Intact Male,1,Dog,Intact Male,1,Pit Bull,0.0,AM,2019-12-09,0.303951367781155,0.43200000000000005,Quarter 3,24.0
Austin (TX),Stray,Normal,Intact Female,2,Cat,Spayed Female,4,Domestic Shorthair,0.0,PM,2019-07-19,0.32786885245901637,0.54,Quarter 2,54.0
Austin (TX),Stray,Sick,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2018-04-30,0.32786885245901637,0.10800000000000001,Quarter 1,1.0
Austin (TX),Stray,Normal,Intact Male,36,Dog,Intact Male,36,Dachshund,0.0,PM,2017-03-20,0.303951367781155,0.54,Quarter 1,1.0
Austin (TX),Stray,Injured,Intact Male,24,Dog,Neutered Male,24,Pit Bull,0.0,AM,2018-12-03,0.303951367781155,0.10800000000000001,Quarter 3,24.0
Austin (TX),Stray,Normal,Intact Male,60,Dog,Neutered Male,60,Pit Bull,0.0,PM,2016-06-21,0.303951367781155,0.54,Quarter 2,68.0
Austin (TX),Stray,Normal,Intact Female,4,Cat,Intact Female,4,Domestic Shorthair,0.0,AM,2014-03-20,0.32786885245901637,0.54,Quarter 1,0.0
Austin (TX),Owner Surrender,Sick,Intact Female,1,Dog,Intact Female,1,Labrador Retriever,0.0,AM,2014-06-20,0.32786885245901637,0.12,Quarter 2,0.0
Travis (TX),Stray,Nursing,Intact Male,0,Dog,Intact Male,0,Chihuahua Shorthair,0.0,AM,2016-12-11,0.303951367781155,0.43200000000000005,Quarter 3,1.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2015-06-03,0.32786885245901637,0.54,Quarter 2,22.0
Austin (TX),Stray,Normal,Intact Male,9,Dog,Intact Male,10,Boxer,0.0,AM,2013-10-14,0.303951367781155,0.54,Quarter 3,2.0
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Bat,1.0,AM,2015-03-28,1.0101010101010102,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,PM,2018-05-18,1.0101010101010102,0.36000000000000004,Quarter 2,0.0
Travis (TX),Owner Surrender,Injured,Intact Female,24,Other,Intact Female,24,rare,0.0,PM,2014-08-13,0.32786885245901637,0.036,Quarter 2,1.0
Austin (TX),Stray,Nursing,Intact Female,0,Cat,Spayed Female,5,Domestic Shorthair,0.0,AM,2014-02-25,0.32786885245901637,0.43200000000000005,Quarter 1,157.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,AM,2019-07-15,0.303951367781155,0.54,Quarter 2,6.0
Austin (TX),Owner Surrender,Normal,Intact Male,1,Dog,Neutered Male,1,Rat Terrier,0.0,PM,2014-10-25,0.303951367781155,0.6,Quarter 3,20.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2017-08-31,0.303951367781155,0.54,Quarter 2,62.0
Austin (TX),Owner Surrender,Other,Neutered Male,72,Dog,Neutered Male,72,rare_dog,0.0,PM,2019-01-16,0.7407407407407408,0.4,Quarter 1,16.0
Austin (TX),Stray,Nursing,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,AM,2019-05-02,0.303951367781155,0.43200000000000005,Quarter 2,0.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Labrador Retriever,0.0,PM,2017-11-01,0.32786885245901637,0.54,Quarter 3,5.0
Austin (TX),Owner Surrender,Normal,Intact Female,36,Cat,Spayed Female,36,Domestic Medium Hair,0.0,AM,2018-01-22,0.32786885245901637,0.6,Quarter 1,161.0
Austin (TX),Owner Surrender,Normal,Spayed Female,2,Cat,Spayed Female,3,Domestic Shorthair,0.0,PM,2017-11-13,0.7575757575757576,1.0,Quarter 3,28.0
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,PM,2014-05-13,1.0101010101010102,0.36000000000000004,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Intact Female,1,Dog,Spayed Female,1,rare_dog,0.0,PM,2015-10-25,0.32786885245901637,0.6,Quarter 3,2.0
Austin (TX),Stray,Sick,Spayed Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,AM,2016-05-07,0.7575757575757576,0.18000000000000002,Quarter 2,2.0
Austin (TX),Owner Surrender,Normal,Neutered Male,84,Cat,Neutered Male,84,Domestic Shorthair,0.0,PM,2018-06-20,0.7407407407407408,1.0,Quarter 2,25.0
Travis (TX),Stray,Normal,Intact Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2016-09-19,0.32786885245901637,0.54,Quarter 3,6.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2014-09-21,0.303951367781155,0.54,Quarter 3,0.0
Austin (TX),Stray,Normal,Intact Male,6,Dog,Neutered Male,7,rare_dog,0.0,PM,2017-05-17,0.303951367781155,0.54,Quarter 2,4.0
Austin (TX),Owner Surrender,Normal,Spayed Female,72,Cat,Spayed Female,72,Domestic Longhair,0.0,PM,2014-10-03,0.7575757575757576,1.0,Quarter 3,7.0
Austin (TX),Stray,Normal,Intact Female,24,Dog,Spayed Female,24,Dachshund,0.0,PM,2019-06-22,0.32786885245901637,0.54,Quarter 2,7.0
Austin (TX),Owner Surrender,Normal,Intact Male,1,Cat,Intact Male,1,Domestic Shorthair,0.0,PM,2019-09-15,0.303951367781155,0.6,Quarter 3,24.0
Austin (TX),Stray,Normal,Intact Male,6,Dog,Neutered Male,6,rare_dog,0.0,PM,2015-02-17,0.303951367781155,0.54,Quarter 1,5.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,Catahoula,0.0,PM,2019-02-03,0.303951367781155,0.54,Quarter 1,13.0
Travis (TX),Public Assist,Normal,Intact Female,36,Dog,Spayed Female,36,rare_dog,0.0,PM,2014-02-19,0.32786885245901637,0.48,Quarter 1,14.0
Austin (TX),Stray,Normal,Intact Female,3,Dog,Spayed Female,3,Catahoula,0.0,PM,2018-09-01,0.32786885245901637,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Intact Female,4,Cat,Intact Female,4,Domestic Shorthair,0.0,AM,2017-08-04,0.32786885245901637,0.54,Quarter 2,7.0
Austin (TX),Stray,Injured,Intact Female,36,Dog,Spayed Female,36,Chihuahua Shorthair,0.0,PM,2014-04-11,0.32786885245901637,0.10800000000000001,Quarter 1,8.0
Manor (TX),Public Assist,Normal,Intact Female,1,Bird,Intact Female,1,Chicken,0.0,PM,2018-09-04,0.32786885245901637,0.24,Quarter 3,18.0
Travis (TX),Stray,Injured,Intact Male,1,Cat,Neutered Male,1,Domestic Shorthair,0.0,AM,2016-07-23,0.303951367781155,0.10800000000000001,Quarter 2,44.0
Austin (TX),Stray,Normal,Intact Female,1,Dog,Spayed Female,1,Dachshund,0.0,PM,2020-01-17,0.32786885245901637,0.54,Quarter 1,5.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,1,Chihuahua Shorthair,0.0,PM,2013-10-01,0.303951367781155,0.54,Quarter 3,15.0
Austin (TX),Stray,Normal,Intact Female,5,Cat,Intact Female,5,Domestic Shorthair,0.0,PM,2019-12-13,0.32786885245901637,0.54,Quarter 3,4.0
Austin (TX),Owner Surrender,Normal,Intact Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,AM,2018-09-30,0.32786885245901637,0.6,Quarter 3,18.0
Pflugerville (TX),Stray,Normal,Neutered Male,24,Dog,Neutered Male,24,Pit Bull,0.0,PM,2018-10-14,0.7407407407407408,0.9,Quarter 3,147.0
Austin (TX),Stray,Normal,Neutered Male,60,Dog,Neutered Male,60,Miniature Poodle,0.0,PM,2017-04-12,0.7407407407407408,0.9,Quarter 1,1.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,AM,2014-10-04,0.32786885245901637,0.54,Quarter 3,40.0
Austin (TX),Stray,Normal,Intact Male,36,Dog,Neutered Male,36,German Shepherd,0.0,PM,2014-11-29,0.303951367781155,0.54,Quarter 3,11.0
Austin (TX),Public Assist,Normal,Intact Female,48,Dog,Spayed Female,48,rare_dog,0.0,PM,2019-02-02,0.32786885245901637,0.48,Quarter 1,12.0
Austin (TX),Stray,Nursing,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,AM,2014-05-17,0.303951367781155,0.43200000000000005,Quarter 2,44.0
Austin (TX),Owner Surrender,Normal,Neutered Male,60,Cat,Neutered Male,60,Domestic Shorthair,0.0,PM,2016-08-09,0.7407407407407408,1.0,Quarter 2,126.0
Austin (TX),Owner Surrender,Normal,Spayed Female,1,Cat,Spayed Female,1,Domestic Shorthair,0.0,PM,2014-08-16,0.7575757575757576,1.0,Quarter 2,7.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,2,Domestic Shorthair,0.0,PM,2016-11-11,0.303951367781155,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Medium Hair,0.0,AM,2019-10-26,0.32786885245901637,0.54,Quarter 3,5.0
Austin (TX),Public Assist,Normal,Intact Male,36,Dog,Intact Male,36,Pit Bull,0.0,PM,2019-08-11,0.303951367781155,0.48,Quarter 2,10.0
Travis (TX),Owner Surrender,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,PM,2019-10-07,0.32786885245901637,0.6,Quarter 3,16.0
Austin (TX),Stray,Normal,Intact Female,10,Cat,Intact Female,11,Domestic Shorthair,0.0,AM,2017-08-04,0.32786885245901637,0.54,Quarter 2,1.0
Austin (TX),Stray,Sick,Intact Male,7,Dog,Intact Male,7,rare_dog,0.0,AM,2016-05-14,0.303951367781155,0.10800000000000001,Quarter 2,0.0
Del Valle (TX),Public Assist,Normal,Intact Female,1,Dog,Intact Female,1,rare_dog,1.0,PM,2013-12-24,0.32786885245901637,0.48,Quarter 3,3.0
Travis (TX),Stray,Normal,Spayed Female,24,Dog,Spayed Female,36,Pit Bull,0.0,PM,2014-05-21,0.7575757575757576,0.9,Quarter 2,153.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Intact Female,1,Domestic Shorthair,0.0,PM,2014-05-11,0.32786885245901637,0.54,Quarter 2,2.0
Austin (TX),Wildlife,Normal,Unknown,1,Other,Unknown,1,Bat,1.0,PM,2018-04-04,1.0101010101010102,0.0,Quarter 1,1.0
Travis (TX),Owner Surrender,Normal,Neutered Male,1,Dog,Neutered Male,1,Labrador Retriever,0.0,AM,2017-02-09,0.7407407407407408,1.0,Quarter 1,2.0
Austin (TX),Wildlife,Sick,Unknown,24,Other,Unknown,24,Bat,1.0,PM,2018-05-19,1.0101010101010102,0.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Neutered Male,60,Cat,Neutered Male,60,Domestic Shorthair,0.0,PM,2017-06-24,0.7407407407407408,0.9,Quarter 2,4.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Intact Male,2,Catahoula,0.0,PM,2013-11-21,0.303951367781155,0.54,Quarter 3,5.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2015-01-23,0.303951367781155,0.54,Quarter 1,6.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,PM,2019-04-07,0.303951367781155,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Intact Male,24,Pit Bull,0.0,PM,2018-03-15,0.303951367781155,0.54,Quarter 1,5.0
Austin (TX),Owner Surrender,Normal,Neutered Male,36,Dog,Neutered Male,36,Miniature Poodle,0.0,PM,2015-07-02,0.7407407407407408,1.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Intact Male,1,Cat,Neutered Male,3,Domestic Shorthair,0.0,PM,2019-06-07,0.303951367781155,0.54,Quarter 2,57.0
Austin (TX),Owner Surrender,Normal,Intact Male,3,Dog,Neutered Male,4,rare_dog,0.0,AM,2019-10-19,0.303951367781155,0.6,Quarter 3,2.0
Austin (TX),Stray,Normal,Neutered Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2014-11-14,0.7407407407407408,0.9,Quarter 3,17.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,AM,2018-11-21,0.303951367781155,0.54,Quarter 3,129.0
Austin (TX),Stray,Normal,Unknown,1,Bird,Unknown,1,Parakeet,0.0,AM,2015-04-22,1.0101010101010102,0.18000000000000002,Quarter 1,16.0
Austin (TX),Stray,Normal,Intact Male,1,Dog,Neutered Male,1,rare_dog,0.0,AM,2018-04-29,0.303951367781155,0.54,Quarter 1,27.0
Austin (TX),Stray,Injured,Spayed Female,156,Dog,Spayed Female,156,rare_dog,1.0,PM,2014-01-29,0.7575757575757576,0.18000000000000002,Quarter 1,4.0
Austin (TX),Stray,Injured,Intact Male,36,Dog,Intact Male,36,rare_dog,1.0,PM,2014-11-17,0.303951367781155,0.10800000000000001,Quarter 3,0.0
Austin (TX),Stray,Normal,Unknown,1,Cat,Unknown,1,Domestic Shorthair,0.0,PM,2015-09-12,1.0101010101010102,0.36000000000000004,Quarter 3,0.0
Austin (TX),Owner Surrender,Normal,Spayed Female,24,Dog,Spayed Female,24,rare_dog,0.0,PM,2017-11-20,0.7575757575757576,1.0,Quarter 3,5.0
Austin (TX),Stray,Normal,Intact Male,24,Dog,Neutered Male,24,rare_dog,0.0,PM,2015-10-27,0.303951367781155,0.54,Quarter 3,21.0
Austin (TX),Stray,Normal,Intact Female,1,Cat,Spayed Female,2,Domestic Shorthair,0.0,PM,2017-12-16,0.32786885245901637,0.54,Quarter 3,5.0
